index,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score
4087,Jessica De Gouw,Drama|War,Rachel Griffiths,Deadline Gallipoli             ,Luke Ford,7.4
4088,Lisa Ray,Drama|Romance,John Abraham,Water ,Seema Biswas,7.8
4089,Jimi Mistry,Comedy|Drama,Archie Panjabi,East Is East ,Om Puri,6.9
4090,Brian Van Holt,Comedy|Romance,Callie Thorne,Whipped ,David Heyman,4.4
4091,Sarita Choudhury,Crime|Drama|History|Romance,Indira Varma,Kama Sutra: A Tale of Love ,Rekha,6
4092,Thomas Ian Nicholas,Comedy|Drama,Oliver Platt,Please Give ,Ann Morgan Guilbert,6.6
4093,Jack Albertson,Family|Fantasy|Musical,Peter Ostrum,Willy Wonka & the Chocolate Factory ,Julie Dawn Cole,7.8
4094,Zach Galligan,Fantasy|Horror,Julian Sands,Warlock: The Armageddon ,Paula Marshall,5.3
4095,George Hamilton,Comedy|Crime,Kristy Swanson,8 Heads in a Duffel Bag ,Dyan Cannon,5.3
4096,Stuart Margolin,Drama|Romance,Sam Shepard,Days of Heaven ,Richard Libertini,8
4097,Rob McElhenney,Drama,Matthew McConaughey,Thirteen Conversations About One Thing ,Amy Irving,7.1
4098,Judy Greer,Comedy|Crime|Thriller,Julie Benz,Jawbreaker ,Jeff Conaway,5.4
4099,Michael Wincott,Biography|Drama,Gary Oldman,Basquiat ,Courtney Love,6.9
4100,Grace Gummer,Comedy|Drama|Romance,Greta Gerwig,Frances Ha ,Vanessa Ray,7.4
4101,Nambitha Mpumlwana,Crime|Drama,Terry Pheto,Tsotsi ,Rapulana Seiphemo,7.3
4102,Jon Lovitz,Comedy|Drama,Philip Seymour Hoffman,Happiness ,Dylan Baker,7.8
4103,Joe Howard,Comedy|Documentary,Eddie Griffin,DysFunktional Family ,Robert Noble,6.6
4104,Haley Joel Osment,Comedy|Drama|Horror,Johnny Depp,Tusk ,Michael Parks,5.4
4105,Ji-tae Yu,Drama|Mystery|Thriller,Min-sik Choi,Oldboy ,Hye-jeong Kang,8.4
4106,Michael Bolten,Drama|Family,Robyn Lively,Letters to God ,Christopher Schmidt,6.3
4107,Robb Wells,Action|Comedy|Thriller,Gregory Smith,Hobo with a Shotgun ,Molly Dunsworth,6.1
4108,Héctor Jiménez,Action|Comedy,Kevin Pollak,Compadres ,Erick Elias,5
4109,Dan Hedaya,Comedy|Crime|Drama|Thriller,Bokeem Woodbine,Freeway ,Robert Peters,6.9
4110,Kevin Gage,Drama|Family|Western,William Morgan Sheppard,Love's Abiding Joy ,Brianna Brown,7.2
4111,Harry Treadaway,Drama,Michael Fassbender,Fish Tank ,Jason Maza,7.3
4112,Megalyn Echikunwoke,Comedy|Drama|Romance,Greta Gerwig,Damsels in Distress ,Zach Woods,5.7
4113,Colm Feore,Horror|Sci-Fi|Thriller,Craig T. Nelson,Creature             ,Megalyn Echikunwoke,5
4114,Adam Scott,Comedy|Romance,Kirsten Dunst,Bachelorette ,Andrew Rannells,5.3
4115,Megan Hilty,Comedy|Drama|Horror|Sci-Fi|Thriller,Danny Pino,BrainDead             ,Zach Grenier,7.9
4116,Aaron Ashmore,Drama|Family|Music,Virginia Madsen,Brave New Girl ,Lindsey Haun,5
4117,William Atherton,Comedy,Michael Gross,Tim and Eric's Billion Dollar Movie ,Bob Ross,5.3
4118,Cjon Saulsberry,Crime|Drama|Thriller,George Kennedy,The Gambler ,Griffin Cleveland,6
4119,Amanda Mealing,Drama,Susan Hampshire,The Grand             ,Tim Healy,7.6
4120,Kostja Ullmann,Comedy|Drama|Romance|Sport,Alicja Bachleda,Summer Storm ,Robert Stadlober,7.4
4121,Eric Stoltz,Drama|History|War,Johnny Pacar,Fort McCoy ,Brendan Fehr,5.9
4122,Betsy Russell,Horror|Thriller,Matt Cohen,Chain Letter ,Noah Segan,4.1
4123,Patti LuPone,Comedy|Drama,Gretchen Mol,Just Looking ,Peter Onorati,6.7
4124,Lauren German,Drama|Sci-Fi|Thriller,Michael Biehn,The Divide ,Rosanna Arquette,5.8
4125,Iben Hjejle,Drama|Horror|Romance,Aidan Quinn,The Eclipse ,Jim Norton,6.2
4126,Scott Mechlowicz,Horror|Thriller,Frank Grillo,Demonic ,Aaron Yoo,5.3
4127,Darren Keefe Reiher,Comedy,Neil Hopkins,My Big Fat Independent Movie ,David Douglas,3.3
4128,Alan Rickman,Adventure|Family|Fantasy,Johnny Depp,Alice in Wonderland ,Anne Hathaway,6.5
4129,Michael Rapaport,Comedy,Taylor Negron,The Deported ,Talia Shire,6.2
4130,Amy Sedaris,Drama,Tom Everett Scott,Tanner Hall ,Chris Kattan,5.9
4131,Kristi Clainos,Action|Drama|Thriller,John Savage,Open Road ,Emily Nelson,5.5
4132,Amy Poehler,Comedy,Christopher Meloni,They Came Together ,Jack McBrayer,5.5
4133,Ashley Martin,Comedy,French Stewart,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,Olivia Alexander,2.6
4134,Alex Meraz,Action|Drama|Sport,Michael Jai White,Never Back Down 2: The Beatdown ,Jillian Murray,5.8
4135,Angie Dickinson,Crime|Thriller,Lee Marvin,Point Blank ,Carroll O'Connor,7.4
4136,Sarah Rafferty,Comedy,Stephanie Szostak,Four Single Fathers ,Salvatore Santone,5.1
4137,David Bianchi,Thriller,Noel Gugliemi,Enter the Dangerous Mind ,Jason Priestley,5.2
4138,Shantel VanSanten,Drama|Horror|Mystery|Thriller,Julian Morris,Something Wicked ,John Robinson,4.8
4139,Brooke Newton,Thriller,Bokeem Woodbine,AWOL-72 ,Brett Wagner,3.9
4140,Jack Taylor,Adventure|Crime|Drama,Everett McGill,Iguana ,Fabio Testi,6.2
4141,Derek Jacobi,Drama|Family|Fantasy|Romance,Hayley Atwell,Cinderella ,Lily James,7
4142,Stacy Keach,Action|Adventure|Crime|Drama,Mike Starr,Chicago Overcoat ,Frank Vincent,6.2
4143,Cybill Shepherd,Comedy|Drama|Romance,Judy Greer,Barry Munday ,Shea Whigham,5.9
4144,Matheus Nachtergaele,Drama,Fernanda Montenegro,Central Station ,Othon Bastos,8
4145,Glenn Ford,Comedy|Drama,Ann-Margret,Pocketful of Miracles ,Thomas Mitchell,7.3
4146,Nick Chinlund,Action|Crime,Anthony L. Fernandez,Close Range ,Scott Evans,4.9
4147,Michael Nouri,Comedy|Romance,Dyan Cannon,Boynton Beach Club ,Brenda Vaccaro,6.5
4148,Patrick Bauchau,Drama|Horror|Mystery|Thriller,Olivia Rose Keegan,Amnesiac ,Mia Barron,4.3
4149,James Ransone,Documentary,Greg Crowe,Freakonomics ,Tempestt Bledsoe,6.4
4150,Patrick Troughton,Fantasy|Horror|Mystery,Lee Remick,The Omen ,Billie Whitelaw,7.6
4151,Maïwenn,Horror,Cécile De France,High Tension ,Oana Pellea,6.8
4152,Patrick Brammall,Comedy|Drama|Romance|Sci-Fi,Maeve Dermody,Griff the Invisible ,Kelly Paterniti,6.1
4153,Gregory Cruz,Action|Horror|Thriller,Q'orianka Kilcher,Unnatural ,Allegra Carpenter,4
4154,Paula Jai Parker,Crime|Drama|Music,Isaac Hayes,Hustle & Flow ,Elise Neal,7.4
4155,Joe E. Brown,Comedy|Music|Romance,Nehemiah Persoff,Some Like It Hot ,George Raft,8.3
4156,Terry Kiser,Horror,Kane Hodder,Friday the 13th Part VII: The New Blood ,William Butler,5.3
4157,Terry,Adventure|Family|Fantasy|Musical,Margaret Hamilton,The Wizard of Oz ,Billie Burke,8.1
4158,Peter Boyle,Comedy,Madeline Kahn,Young Frankenstein ,Teri Garr,8
4159,Shawn Roberts,Horror,Megan Park,Diary of the Dead ,Joe Dinicol,5.7
4160,Sanjay Dutt,Comedy|Drama|Romance,Vidya Balan,Lage Raho Munna Bhai ,Jimmy Shergill,8.2
4161,Patricia Richardson,Drama,Peter Fonda,Ulee's Gold ,Vanessa Zima,7.1
4162,Kelly Reno,Adventure|Family|Sport,Teri Garr,The Black Stallion ,Hoyt Axton,7.4
4163,Neeru Bajwa,Romance,Bhavkhandan Singh Rakhra,Sardaar Ji ,Diljit Dosanjh,6.6
4164,Frank Hvam,Action|Adventure|Animation|Comedy|Sci-Fi,Iben Hjejle,Journey to Saturn ,Casper Christensen,5.7
4165,Cesar Romero,Adventure|Comedy|Romance,Lee Marvin,Donovan's Reef ,Jack Warden,6.9
4166,Ariane Schluter,Comedy|Drama,Rijk de Gooyer,The Dress ,Henri Garcin,7
4167,Esther Williams,Drama|Fantasy|Romance|War,Spencer Tracy,A Guy Named Joe ,Irene Dunne,7
4168,David Huddleston,Comedy|Western,Madeline Kahn,Blazing Saddles ,Harvey Korman,7.8
4169,Tom Everett,Horror|Thriller,Judie Aronson,Friday the 13th: The Final Chapter ,Kimberly Beck,5.9
4170,Agata Trzebuchowska,Drama,Joanna Kulig,Ida ,Agata Kulesza,7.4
4171,Denholm Elliott,Drama|Romance,Rupert Graves,Maurice ,Simon Callow,7.8
4172,Laurie Metcalf,Comedy|Sport,Joe Lo Truglio,Beer League ,Seymour Cassel,6
4173,Charlize Theron,Drama|Sci-Fi|Thriller,Johnny Depp,The Astronaut's Wife ,Clea DuVall,5.3
4174,Gabrielle Reece,Documentary|History|Sport,Gerry Lopez,Riding Giants ,Laird John Hamilton,7.9
4175,Nacho Vigalondo,Horror|Mystery|Sci-Fi|Thriller,Karra Elejalde,Timecrimes ,Bárbara Goenaga,7.2
4176,Bo Huang,Action|Adventure|Comedy,Jack Kao,Silver Medallist ,Zheng Xu,7.4
4177,Nick Searcy,Horror|Thriller,Brianna Brown,Timber Falls ,Beth Broderick,5.3
4178,Debbie Reynolds,Comedy|Musical|Romance,Rita Moreno,Singin' in the Rain ,Cyd Charisse,8.3
4179,Joel Fuhrman,Documentary,Joe Cross,"Fat, Sick & Nearly Dead ",Amy Badberg,7.6
4180,Alanna Ubach,Comedy|Fantasy,Essence Atkins,A Haunted House ,J.B. Smoove,5.1
4181,Zackary Steven Graham,Documentary,Barack Obama,2016: Obama's America ,Dinesh D'Souza,5.1
4182,Tyler Mane,Horror,Scout Taylor-Compton,Halloween II ,Margot Kidder,4.9
4183,Charlize Theron,Comedy|Drama|Music,Tom Hanks,That Thing You Do! ,Ethan Embry,6.9
4184,Dan O'Herlihy,Horror|Mystery|Sci-Fi,Tom Atkins,Halloween III: Season of the Witch ,Nancy Kyes,4.6
4185,M. Emmet Walsh,Action|Sci-Fi,Roddy McDowall,Escape from the Planet of the Apes ,Sal Mineo,6.3
4186,Melvyn Douglas,Drama,Patricia Neal,Hud ,Whit Bissell,7.9
4187,La'Princess Jackson,Comedy|Documentary,David Jason Perez,Kevin Hart: Let Me Explain ,Dana Hanna,6.7
4188,Udo Kier,Drama,Keanu Reeves,My Own Private Idaho ,Flea,7.1
4189,Michael Weston,Comedy|Drama|Romance,Armando Riesco,Garden State ,Jill Flint,7.6
4190,Hans Weingartner,Drama|Romance,Hanno Pöschl,Before Sunrise ,Dominik Castell,8.1
4191,Michel Côté,Action|Drama|Horror|Thriller,Patrick Huard,Sur le seuil ,Jean Pierre Bergeron,6.6
4192,Samantha Morton,Drama,Billy Crudup,Jesus' Son ,Mark Webber,7
4193,Ato Essandoh,Comedy|Drama|Romance,Joan Chen,Saving Face ,Jessica Hecht,7.6
4194,Christopher Simpson,Drama,Satish Kaushik,Brick Lane ,Tannishtha Chatterjee,6.7
4195,Joshua Ormond,Comedy|Crime|Drama|Sci-Fi,Frank Langella,Robot & Frank ,Ana Gasteyer,7.1
4196,Julian Richings,Drama|Romance,Sarah Polley,My Life Without Me ,Amanda Plummer,7.6
4197,Jennifer Jason Leigh,Comedy|Drama|Romance,Shailene Woodley,The Spectacular Now ,Dayo Okeniyi,7.1
4198,Elden Henson,Comedy|Family|Musical|Romance|Short,William Hurt,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,Michael Bower,7.1
4199,Tal Bachman,Comedy|Documentary|War,Bill Maher,Religulous ,Steve Burg,7.7
4200,Sheryl Crow,Documentary,Larry David,Fuel ,George W. Bush,7.6
4201,Diana Scarwid,Drama,Bruce McGill,Valley of the Heart's Delight ,Tom Bower,6.6
4202,Stephen Root,Comedy|Sport,Gary Cole,Dodgeball: A True Underdog Story ,Joel David Moore,6.7
4203,Carly Schroeder,Comedy|Drama|Family,Katharine Ross,Eye of the Dolphin ,George Harris,5.7
4204,Emily Pearson,Documentary,Dustin Lance Black,8: The Mormon Proposition ,Gavin Newsom,7.1
4205,Anupam Kher,Comedy|Drama|Romance,Larry Miller,The Other End of the Line ,Shriya Saran,6.2
4206,Rüdiger Vogler,Horror|Thriller,Benno Fürmann,Anatomy ,Sebastian Blomberg,6.1
4207,Jacob Vargas,Drama|Romance|Sci-Fi|Thriller,Leonor Varela,Sleep Dealer ,Tenoch Huerta,5.9
4208,Rainn Wilson,Comedy|Crime|Drama,Linda Cardellini,Super ,Paul T. Taylor,6.8
4209,Piper Mackenzie Harris,Comedy|Drama|Family|Romance,Ashley Scott,Christmas Mail ,Lochlyn Munro,5.8
4210,Cecilia Pillado,Comedy|Horror,Clifton Collins Jr.,Stung ,David Masterson,5
4211,Emmanuel Kabongo,Horror,Natasha Lyonne,Antibirth ,Mark Webber,6.3
4212,Harry Lennix,Drama|History,Bernie Mac,Get on the Bus ,Andre Braugher,6.8
4213,Max Ryan,Drama|Horror|Mystery|Thriller,Marc Blucas,Thr3e ,Justine Waddell,5.1
4214,Patrick Fischler,Adventure|Comedy|Sci-Fi,Anthony 'Citric' Campos,Idiocracy ,David Herman,6.6
4215,Kevin Leslie,Crime|Drama,Simon Merrells,The Rise of the Krays ,Kris Sommerville,5
4216,Joseph Gilgun,Crime|Drama,Stephen Graham,This Is England ,Jack O'Connell,7.7
4217,Sean Pertwee,Comedy|Sci-Fi,Julian Glover,Alien Uprising ,Bianca Brigitte VanDamme,3.1
4218,Basil Rathbone,Comedy|Musical,Esther Williams,Bathing Beauty ,Red Skelton,6.5
4219,Aimee Garcia,Drama|Musical,Jossara Jinaro,Go for It! ,Rene Rosado,3.9
4220,Michael O'Neill,Comedy|Drama|Family,Ethan Embry,"Dancer, Texas Pop. 81 ",Alexandra Holden,6.8
4221,Ava Gardner,Drama|Family|Musical|Romance,Agnes Moorehead,Show Boat ,Howard Keel,7
4222,Cinda McCain,Drama,Tom Skerritt,Redemption Road ,Luke Perry,5.9
4223,Ellen Burstyn,Thriller,Topher Grace,The Calling ,Christopher Heyerdahl,5.8
4224,Phil Hartman,Adventure|Animation|Comedy|Family|Fantasy|Musical,Jon Lovitz,The Brave Little Toaster ,Mindy Sterling,7.3
4225,Deems Taylor,Animation|Family|Fantasy|Music,Leopold Stokowski,Fantasia ,,7.8
4226,Fernando Rey,Action|Crime|Drama|Thriller,Roy Scheider,The French Connection ,Tony Lo Bianco,7.8
4227,Sebastian Aguilar,Drama|Thriller,Nicole Smolen,8 Days ,Ivette Alvarez,6.9
4228,Dana Kimmell,Horror|Thriller,Richard Brooker,Friday the 13th Part III ,Catherine Parks,5.7
4229,Melanie Kinnaman,Horror|Mystery|Thriller,Tiffany Helm,Friday the 13th: A New Beginning ,Dominick Brascia,4.7
4230,Louise Fletcher,Drama,Henry Thomas,The Last Sin Eater ,A.J. Buckley,5.9
4231,Delroy Lindo,Drama,Alexa PenaVega,Do You Believe? ,Madison Pettis,5.9
4232,Kayla Ewell,Thriller,Brian Austin Green,Impact Point ,Linden Ashby,4.3
4233,Greer Garson,Drama,Jessica Tandy,The Valley of Decision ,Lionel Barrymore,7.5
4234,Ethan Peck,Drama|Thriller,Jessica Lowndes,Eden ,Brad Schmidt,4.8
4235,Zohra Segal,Comedy|Drama|Romance,Saeed Jaffrey,Chicken Tikka Masala ,Shobu Kapoor,5.8
4236,James Wolk,Comedy|Music|Romance,Ryan Guzman,Always Woodstock ,Jason Ritter,5.3
4237,Daniel Kash,Action|Comedy|Horror,Rachel Skarsten,Jack Brooks: Monster Slayer ,Stefanie Drummond,6
4238,Teresa Wright,Drama|Romance|War,Myrna Loy,The Best Years of Our Lives ,Dana Andrews,8.1
4239,Nick Stahl,Biography|Crime|Drama,Kelli Garner,Bully ,Brad Renfro,7
4240,Per Christian Ellefsen,Comedy|Drama,Jørgen Langhelle,Elling ,Sven Nordin,7.6
4241,Arturo Castro,Crime|Drama,Michael Derek,Mi America ,Brad Lee Wind,7.2
4242,Pablo Rosso,Horror,Manuela Velasco,[Rec] ,Carlos Lasarte,7.5
4243,Martha Higareda,Drama,Rosie Perez,Lies in Plain Sight ,Cheyenne Haynes,6.3
4244,David Proval,Comedy|Drama|Mystery|Romance|Thriller,Travis Myers,Sharkskin ,Carmen Argenziano,6.7
4245,Michael Chapman,Horror|Sci-Fi|Thriller,Walter Hendrix III,Containment ,Louise Brealey,4.8
4246,Maria Doyle Kennedy,Adventure|Drama|Western,James Ransone,The Timber ,Shaun O'Hagan,5.5
4247,Daniela Bianchi,Action|Adventure|Thriller,Robert Shaw,From Russia with Love ,Lois Maxwell,7.5
4248,Jessica Dublin,Action|Comedy|Horror|Sci-Fi,Phoebe Legere,The Toxic Avenger Part II ,Lisa Gaye,5.1
4249,Alan Autry,Crime|Drama|Mystery,Carroll O'Connor,In the Heat of the Night             ,Crystal R. Fox,7.4
4250,John Beck,Comedy|Sci-Fi,Woody Allen,Sleeper ,Mews Small,7.3
4251,Ruby Harris,Horror|Mystery,Maika Monroe,It Follows ,Jake Weary,6.9
4252,John Carradine,Comedy,Woody Allen,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,Lynn Redgrave,6.8
4253,Brock Peters,Crime|Drama,Robert Duvall,To Kill a Mockingbird ,William Windom,8.4
4254,Bruce Spence,Action|Adventure|Sci-Fi|Thriller,Vernon Wells,Mad Max 2: The Road Warrior ,Kjell Nilsson,7.6
4255,Anita Mui,Action|Comedy,Andy Lau,The Legend of Drunken Master ,Ho-Sung Pak,7.6
4256,Shelley Winters,Crime|Drama|Romance,James Mason,Lolita ,Lois Maxwell,7.7
4257,Brendan Sexton III,Biography|Crime|Drama|Romance,Alicia Goranson,Boys Don't Cry ,Jeannetta Arnette,7.6
4258,Julia Taylor Ross,Drama|Horror|Mystery|Thriller,Eric Sheffer Stevens,Silent House ,Adam Trese,5.3
4259,Ulrich Mühe,Drama|Thriller,Sebastian Koch,The Lives of Others ,Martina Gedeck,8.5
4260,Alex Kendrick,Drama,Ben Davies,Courageous ,T.C. Stallings,7
4261,Jackie Gleason,Drama|Sport,George C. Scott,The Hustler ,Murray Hamilton,8
4262,Spencer Tracy,Adventure|Drama|Romance|Western,Hedy Lamarr,Boom Town ,Claudette Colbert,7.1
4263,Charles Linton,Animation|Comedy|Drama,Michel Robin,The Triplets of Belleville ,Béatrice Bonifassi,7.8
4264,Irene Bedard,Comedy|Drama,Michael Greyeyes,Smoke Signals ,Gary Farmer,7.2
4265,James Urbaniak,Biography|Comedy|Drama,Josh Hutcherson,American Splendor ,Daniel Tay,7.5
4266,Albert Delpy,Drama|Romance,Vernon Dobtcheff,Before Sunset ,Marie Pillet,8
4267,Jorge Salinas,Drama|Thriller,Adriana Barraza,Amores Perros ,Goya Toledo,8.1
4268,Sarah Clarke,Drama,Holly Hunter,Thirteen ,Kip Pardue,6.8
4269,Celeste Holm,Drama|Romance,Dean Stockwell,Gentleman's Agreement ,John Garfield,7.4
4270,Shelley Waggener,Drama,Jennifer Lawrence,Winter's Bone ,Lauren Sweetser,7.2
4271,Brendan Mackey,Adventure|Documentary|Drama|Sport,Nicholas Aaron,Touching the Void ,Joe Simpson,8.1
4272,Don Ameche,Drama|Musical|Romance,Tyrone Power,Alexander's Ragtime Band ,John Carradine,7
4273,Brad William Henke,Comedy|Drama,Najarra Townsend,Me and You and Everyone We Know ,Miranda July,7.4
4274,George W. Bush,Crime|Documentary,Matt Damon,Inside Job ,Barney Frank,8.3
4275,Emily Ratajkowski,Drama|Music|Romance,Vanessa Lengies,We Are Your Friends ,Jonny Weston,6.1
4276,Gano Grills,Action|Crime|Drama|Thriller,Henry Silva,Ghost Dog: The Way of the Samurai ,Richard Portnow,7.5
4277,Christian Bale,Action|Crime|Drama|Thriller,J.K. Simmons,Harsh Times ,Noel Gugliemi,7
4278,Leonor Varela,Crime|Drama|Thriller,David Oyelowo,Captive ,Sydelle Noel,5.3
4279,Enrico Colantoni,Comedy|Romance,Julia Roberts,Full Frontal ,Blair Underwood,4.7
4280,Tawny Kitaen,Horror|Mystery|Thriller,Kathleen Wilhoite,Witchboard ,Rose Marie,5.7
4281,Amy Sedaris,Comedy,Stephen Colbert,Strangers with Candy             ,Maria Thayer,8.1
4282,Brian Blessed,Drama,Julie Christie,Hamlet ,Richard Briers,7.8
4283,Peter Stickles,Comedy|Drama|Romance,Sook-Yin Lee,Shortbus ,Raphael Barker,6.5
4284,Ronny Dayag,Animation|Biography|Documentary|Drama|History|War,Ari Folman,Waltz with Bashir ,Zahava Solomon,8
4285,Kirby Heyborne,Adventure,Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ",Bruce Newbold,3.3
4286,Dick Cheney,Documentary|War,Campbell Scott,No End in Sight ,Donald Rumsfeld,8.3
4287,David Fine,Drama|Romance,Alexander Skarsgård,The Diary of a Teenage Girl ,Austin Lyon,6.9
4288,Jon Tenney,Comedy|Drama|Romance,Anne Hathaway,Get Real             ,Debrah Farentino,7.3
4289,Buzz Aldrin,Documentary|History,John F. Kennedy,In the Shadow of the Moon ,Neil Armstrong,8.1
4290,Zoe Kazan,Drama|Western,Bruce Greenwood,Meek's Cutoff ,Shirley Henderson,6.5
4291,Bill Maher,Biography|Documentary|History,Hugh M. Hefner,Inside Deep Throat ,Linda Lovelace,6.8
4292,Manny Perez,Crime|Drama|Romance,Danny Aiello,Dinner Rush ,Ajay Naidu,7.3
4293,Bob Balaban,Comedy|Drama,Alanna Ubach,Clockwatchers ,Jamie Kennedy,6.4
4294,Krysta Rodriguez,Comedy,Matt Bennett,The Virginity Hit ,Zack Pearlman,4.6
4295,Isabelle Adjani,Comedy|Drama|Thriller,Christopher Lambert,Subway ,Jean-Hugues Anglade,6.5
4296,Mark Margolis,Comedy|Drama,Robin Williams,House of D ,Frank Langella,7
4297,Nathan Parsons,Comedy|Fantasy|Horror|Thriller,Jess Weixler,Teeth ,John Hensley,5.4
4298,Stephane Gauger,Action|Adventure|Comedy|Drama|Music|Sci-Fi,Jeffrey Falcon,Six-String Samurai ,Kim De Angelo,6.7
4299,Bobby Deol,Action|Comedy|Romance|Thriller,Karisma Kapoor,Hum To Mohabbat Karega ,Shakti Kapoor,2.8
4300,Neil Maskell,Biography|Comedy|Drama|Music,Paul Kaye,It's All Gone Pete Tong ,Kate Magowan,7.4
4301,Steve Buscemi,Comedy|Drama,Peter Dinklage,Saint John of Las Vegas ,Romany Malco,5.8
4302,Annette Badland,Comedy|Drama|Romance|Sport,Bob Hoskins,24 7: Twenty Four Seven ,Karl Collins,7.1
4303,Caleb Landry Jones,Drama,Jeremy Irvine,Stonewall ,Matt Craven,4.5
4304,Colin Ferguson,Comedy|Drama|Sci-Fi,Joe Morton,Eureka             ,Salli Richardson-Whitfield,7.9
4305,Sanjay Mishra,Animation|Comedy|Family|Romance,Saif Ali Khan,Roadside Romeo ,Javed Jaffrey,5.3
4306,Frank Vincent,Crime|Drama,Vincent Pastore,This Thing of Ours ,Chuck Zito,5.4
4307,Jansen Panettiere,Adventure|Family|Fantasy,Alex Kendrick,The Lost Medallion: The Adventures of Billy Stone ,Tiya Sircar,4.8
4308,Jeremy Jordan,Comedy|Drama|Musical|Romance,Anna Kendrick,The Last Five Years ,Charly Bivona,5.9
4309,Amy Ryan,Drama,Merritt Wever,The Missing Person ,Paul Adelstein,6.2
4310,Kent McCord,Horror|Romance|Sci-Fi,Melinda Clarke,Return of the Living Dead III ,Sarah Douglas,5.9
4311,Chris Evans,Drama|Romance,Jason Statham,London ,Dane Cook,6.6
4312,Kate Burton,Drama,Brad William Henke,Sherrybaby ,Michelle Hurst,6.6
4313,Megan Mullally,Comedy|Crime,Martin Starr,Stealing Harvard ,Chris Penn,5.1
4314,Michael McLafferty,Drama|Horror|Mystery|Sci-Fi|Thriller,Jordi Vilasuso,Circle ,Kaiwi Lyman-Mersereau,6
4315,Jack O'Connell,Horror|Thriller,Michael Fassbender,Eden Lake ,Lorraine Stanley,6.8
4316,James Kyson,Thriller,Frances Fisher,Plush ,Marlene Forte,5.4
4317,James Corden,Action|Comedy|Fantasy|Horror,MyAnna Buring,Vampire Killers ,Silvia Colloca,5.2
4318,Kenneth Nkosi,Action|Crime|Drama,Rapulana Seiphemo,Gangster's Paradise: Jerusalema ,Robert Hobbs,7.8
4319,Lee Evans,Crime|Drama|Thriller,Colin Salmon,Freeze Frame ,Ian McNeice,6.4
4320,Sean Rogerson,Horror,Mackenzie Gray,Grave Encounters ,Ashleigh Gryzko,6.1
4321,Tommy Knight,Comedy|Horror,Peter McQuinn,Stitches ,Jemma Curran,5.7
4322,William Lee Scott,Crime|Drama|Horror|Mystery|Thriller,Daniel Baldwin,Nine Dead ,Marc Macaulay,5.5
4323,Tim Rice,Documentary,Alice Cooper,"To Be Frank, Sinatra at 100 ",Louis Walsh,7.4
4324,Charlotte Rae,Comedy,Woody Allen,Bananas ,Louise Lasser,7.1
4325,Linus Roache,Thriller,Paul Sheehan,Supercapitalist ,Kathy Uyen,3.9
4326,Mario Cimarro,Action|Crime|Drama|Thriller,Nicholas Gonzalez,Rockaway ,Ricardo Chavira,4.6
4327,Tim Daly,Comedy|Drama,Steven Weber,Wings             ,Amy Yasbeck,7.3
4328,Everett Sloane,Crime|Drama|Film-Noir|Mystery|Thriller,Rita Hayworth,The Lady from Shanghai ,Ted de Corsia,7.7
4329,Lew Temple,Horror|Thriller,Mircea Monroe,No Man's Land: The Rise of Reeker ,Robert Pine,4.9
4330,M.C. Gainey,Crime|Drama,Jake Gyllenhaal,Highway ,Mark Rolston,6.3
4331,Saffron Burrows,Comedy|Crime|Drama,Noel Gugliemi,Small Apartments ,Matt Lucas,6.1
4332,Ben Schwartz,Comedy,Sunil Narkar,Coffee Town ,Glenn Howerton,6.6
4333,Kevin McCarthy,Comedy|Fantasy|Musical|Sci-Fi,Kate Maberly,The Ghastly Love of Johnny X ,Paul Williams,5.7
4334,Curtiss Cook,Comedy|Drama,Sally Hawkins,All Is Bright ,Peter Hermann,5.6
4335,Lex Barker,Horror|Mystery,Christopher Lee,The Torture Chamber of Dr. Sadism ,Karin Dor,6
4336,Powers Boothe,Comedy|Drama,Jon Mack,Straight A's ,Josh Meyers,5.7
4337,Zero Mostel,Comedy|Musical,Buster Keaton,A Funny Thing Happened on the Way to the Forum ,Phil Silvers,7
4338,Eddie Vedder,Documentary,Michael Moore,Slacker Uprising ,Steve Earle,5.3
4339,Kevin Alejandro,Action|Adventure|History|Western,William McNamara,The Legend of Hell's Gate: An American Conspiracy ,Glenn Morshower,4.4
4340,Wray Crawford,Comedy|Horror,Trenton Rostedt,The Walking Deceased ,Dave Sheridan,3.4
4341,Bella Heathcote,Drama|Horror|Mystery|Thriller,Kevin Zegers,The Curse of Downers Grove ,Tom Arnold,4.5
4342,Michael Aaron Milligan,Thriller,Melissa Bolona,Shark Lake ,James Chalke,3.4
4343,Daniel Roebuck,Crime|Drama,Keanu Reeves,River's Edge ,Ione Skye,7.1
4344,Anthony Edwards,Drama|Fantasy,Peter Coyote,Northfork ,Jon Gries,6.4
4345,Mike 'The Miz' Mizanin,Action|Thriller,Paul McGillion,The Marine 4: Moving Target ,David Lewis,5.2
4346,Samantha Mathis,Drama|Mystery|Thriller,Ryan Reynolds,Buried ,Erik Palladino,7
4347,Paddy Considine,Comedy|Drama|Romance,Craig Roberts,Submarine ,Sally Hawkins,7.3
